Designator Footprint               Mid X         Mid Y         Ref X         Ref Y         Pad X         Pad Y TB      Rotation Comment        

Designator D10                      0mil          0mil   1000.872mil   1002.565mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil   1002.565mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil   1002.565mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.191mil   1002.565mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.684mil   1002.565mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil   1002.565mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil   1002.565mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil   1002.565mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil   1002.565mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil    1002.57mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil    1002.57mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil    1002.57mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil    1002.57mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.191mil    1002.57mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.684mil    1002.57mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil    1002.57mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil    1002.57mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil    1002.57mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil    1002.57mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil   1002.575mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil   1002.575mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil   1002.575mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil   1002.575mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.191mil   1002.575mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.684mil   1002.575mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil   1002.575mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil   1002.575mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil   1002.575mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil   1002.575mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil    1002.58mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil    1002.58mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil    1002.58mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil    1002.58mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.191mil    1002.58mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.684mil    1002.58mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil    1002.58mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil    1002.58mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil    1002.58mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil    1002.58mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil   1002.585mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil   1002.585mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil   1002.585mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil   1002.585mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.191mil   1002.585mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.684mil   1002.585mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil   1002.585mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil   1002.585mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil   1002.585mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil   1002.585mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil    1002.59mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil    1002.59mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil    1002.59mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil    1002.59mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.191mil    1002.59mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.684mil    1002.59mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil    1002.59mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil    1002.59mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil    1002.59mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil    1002.59mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil   1002.595mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil   1002.595mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil   1002.595mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil   1002.595mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.191mil   1002.595mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.684mil   1002.595mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil   1002.595mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil   1002.595mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil   1002.595mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil   1002.595mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil     1002.6mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil     1002.6mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil     1002.6mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil     1002.6mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.191mil     1002.6mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.684mil     1002.6mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil     1002.6mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil     1002.6mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil     1002.6mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil     1002.6mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil   1002.605mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil   1002.605mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil   1002.605mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil   1002.605mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.191mil   1002.605mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.684mil   1002.605mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil   1002.605mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil   1002.605mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil   1002.605mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil   1002.605mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil    1002.61mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil    1002.61mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil    1002.61mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil    1002.61mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.191mil    1002.61mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.684mil    1002.61mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil    1002.61mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil    1002.61mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil    1002.61mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil    1002.61mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil   1002.615mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil   1002.615mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil   1002.615mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil   1002.615mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.191mil   1002.615mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.684mil   1002.615mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil   1002.615mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil   1002.615mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil   1002.615mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil   1002.615mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil    1002.62mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil    1002.62mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil    1002.62mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil    1002.62mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.191mil    1002.62mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.684mil    1002.62mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil    1002.62mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil    1002.62mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil    1002.62mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil    1002.62mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil   1002.625mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil   1002.625mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil   1002.625mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil   1002.625mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.191mil   1002.625mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.684mil   1002.625mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil   1002.625mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil   1002.625mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil   1002.625mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil   1002.625mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil    1002.63mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil    1002.63mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil    1002.63mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil    1002.63mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.129mil    1002.63mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.684mil    1002.63mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil    1002.63mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil    1002.63mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil    1002.63mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil    1002.63mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil   1002.635mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil   1002.635mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil   1002.635mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil   1002.635mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.129mil   1002.635mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.684mil   1002.635mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil   1002.635mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil   1002.635mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil   1002.635mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil   1002.635mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil    1002.64mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil    1002.64mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil    1002.64mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil    1002.64mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.129mil    1002.64mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.684mil    1002.64mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil    1002.64mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil    1002.64mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil    1002.64mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil    1002.64mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil   1002.645mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil   1002.645mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil   1002.645mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil   1002.645mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.129mil   1002.645mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.684mil   1002.645mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil   1002.645mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil   1002.645mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil   1002.645mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil   1002.645mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil    1002.65mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil    1002.65mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil    1002.65mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil    1002.65mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.129mil    1002.65mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.684mil    1002.65mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil    1002.65mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil    1002.65mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil    1002.65mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil    1002.65mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil   1002.655mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil   1002.655mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil   1002.655mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil   1002.655mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.129mil   1002.655mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.684mil   1002.655mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil   1002.655mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil   1002.655mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil   1002.655mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil   1002.655mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil    1002.66mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil    1002.66mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil    1002.66mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil    1002.66mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.129mil    1002.66mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.684mil    1002.66mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil    1002.66mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil    1002.66mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil    1002.66mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil    1002.66mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil   1002.665mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil   1002.665mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil   1002.665mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil   1002.665mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.129mil   1002.665mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.684mil   1002.665mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil   1002.665mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil   1002.665mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil   1002.665mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil   1002.665mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil    1002.67mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil    1002.67mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil    1002.67mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil    1002.67mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.129mil    1002.67mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.684mil    1002.67mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil    1002.67mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil    1002.67mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil    1002.67mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil    1002.67mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil   1002.675mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil   1002.675mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil   1002.675mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil   1002.675mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.129mil   1002.675mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.684mil   1002.675mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil   1002.675mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil   1002.675mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil   1002.675mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil   1002.675mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil    1002.68mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil    1002.68mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil    1002.68mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil    1002.68mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.129mil    1002.68mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.684mil    1002.68mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil    1002.68mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil    1002.68mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil    1002.68mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil    1002.68mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil   1002.685mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil   1002.685mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil   1002.685mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil   1002.685mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.129mil   1002.685mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.622mil   1002.685mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil   1002.685mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil   1002.685mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil   1002.685mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil   1002.685mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil    1002.69mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil    1002.69mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil    1002.69mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil    1002.69mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.129mil    1002.69mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.622mil    1002.69mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil    1002.69mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil    1002.69mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil    1002.69mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil    1002.69mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil   1002.695mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil   1002.695mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil   1002.695mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil   1002.695mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.129mil   1002.695mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.622mil   1002.695mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil   1002.695mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil   1002.695mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil   1002.695mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil   1002.695mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil     1002.7mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil     1002.7mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil     1002.7mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil     1002.7mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.129mil     1002.7mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.622mil     1002.7mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil     1002.7mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil     1002.7mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil     1002.7mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil     1002.7mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil   1002.705mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.872mil   1002.705mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.316mil   1002.705mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1001.934mil   1002.705mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.129mil   1002.705mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.622mil   1002.705mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1002.816mil   1002.705mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1003.434mil   1002.705mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.191mil   1002.705mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1008.871mil   1002.705mil          0mil          0mil  T          0.00 Comment        
Designator D10                      0mil          0mil   1000.254mil    1002.71mil          0mil          0mil  T          0.00 Comment        
